0.00550348, 0.00934274, 0.0156075, 0.0231185, 0.0336062, 0.0466291, 0.063003, 0.0820662, 0.106945, 0.13211, 0.161272, 0.201707, 0.241238, 0.291024, 0.334719, 0.398237, 0.470306, 0.537893, 0.624189, 0.727262, 0.874395, 
0.00485323, 0.00827082, 0.0130596, 0.0197331, 0.0278278, 0.0386393, 0.0508944, 0.0666503, 0.0838144, 0.105156, 0.131528, 0.160742, 0.189658, 0.222615, 0.26148, 0.301818, 0.35995, 0.412014, 0.468605, 0.514494, 0.601336, 
0.00507385, 0.00905241, 0.0151843, 0.0222352, 0.0323765, 0.0452511, 0.0615012, 0.0817658, 0.106039, 0.130143, 0.165353, 0.199284, 0.237425, 0.285296, 0.355859, 0.402008, 0.46464, 0.531942, 0.632726, 0.766089, 0.927576, 
0.00490459, 0.00833667, 0.0131596, 0.01979, 0.0278133, 0.0375148, 0.0508929, 0.0660482, 0.0816557, 0.1027, 0.128094, 0.154073, 0.185963, 0.220969, 0.269012, 0.300242, 0.348167, 0.396322, 0.473194, 0.541988, 0.593639, 
0.00525593, 0.0090782, 0.015024, 0.0225405, 0.0335186, 0.046501, 0.0633131, 0.0823029, 0.106834, 0.135674, 0.165976, 0.197622, 0.244373, 0.295444, 0.348633, 0.413572, 0.4877, 0.550388, 0.660039, 0.770445, 0.926697, 
0.00516586, 0.0092327, 0.0151751, 0.0223734, 0.0323752, 0.0445007, 0.059468, 0.0776723, 0.0984985, 0.126078, 0.155055, 0.188984, 0.226694, 0.273914, 0.326527, 0.386222, 0.451923, 0.52444, 0.578914, 0.716326, 0.829501, 
0.00487749, 0.00833875, 0.0131143, 0.0201202, 0.0280586, 0.0388361, 0.0509755, 0.0670714, 0.0833972, 0.104473, 0.131939, 0.153802, 0.188405, 0.222198, 0.263376, 0.298724, 0.358551, 0.401268, 0.461474, 0.566006, 0.595754, 
0.0052458, 0.00942787, 0.0151395, 0.0228389, 0.0339431, 0.0468294, 0.0629384, 0.0814614, 0.104247, 0.135882, 0.163895, 0.196609, 0.239171, 0.281321, 0.340866, 0.392934, 0.463035, 0.531697, 0.613929, 0.73037, 0.855582, 
0.00514721, 0.0091574, 0.0152606, 0.02255, 0.0332904, 0.0452729, 0.0636613, 0.0842079, 0.106863, 0.132693, 0.168532, 0.19638, 0.239718, 0.28383, 0.340487, 0.401896, 0.478132, 0.524264, 0.626198, 0.768086, 0.924263, 
0.00522358, 0.00919821, 0.0149973, 0.0220991, 0.0319685, 0.0430421, 0.0581286, 0.0769576, 0.102358, 0.124884, 0.15532, 0.183196, 0.226465, 0.27715, 0.316308, 0.384592, 0.44525, 0.507747, 0.58858, 0.6979, 0.831707, 
0.00508672, 0.00922926, 0.0151615, 0.0228917, 0.0331354, 0.046369, 0.0626015, 0.0810263, 0.107624, 0.134343, 0.166037, 0.204469, 0.244628, 0.292111, 0.342637, 0.403395, 0.481082, 0.5334, 0.647558, 0.766204, 0.927495, 
0.0047467, 0.00820157, 0.0130335, 0.0199961, 0.0282122, 0.038367, 0.0509707, 0.0663183, 0.0841269, 0.104062, 0.128018, 0.15851, 0.192335, 0.227687, 0.269035, 0.30657, 0.355543, 0.409609, 0.46441, 0.515451, 0.606213, 
0.00521372, 0.009394, 0.0156113, 0.0231474, 0.0347135, 0.0484144, 0.0660366, 0.0850044, 0.112752, 0.13786, 0.171255, 0.208792, 0.250852, 0.308846, 0.358166, 0.421752, 0.499282, 0.563899, 0.660083, 0.783154, 0.97361, 
0.00482786, 0.00820309, 0.0133694, 0.0198429, 0.0276739, 0.038463, 0.0509841, 0.0665531, 0.0828221, 0.105596, 0.128148, 0.157706, 0.187919, 0.226434, 0.260105, 0.312134, 0.355357, 0.396891, 0.469262, 0.52382, 0.606947, 
0.00504475, 0.00872053, 0.0142914, 0.021096, 0.0306352, 0.0428513, 0.0569944, 0.0767584, 0.0962822, 0.120372, 0.153108, 0.185631, 0.217836, 0.263714, 0.308582, 0.377015, 0.434777, 0.496724, 0.581352, 0.673121, 0.816647, 
0.00473002, 0.00825779, 0.0131915, 0.0195566, 0.0276587, 0.0380354, 0.0505931, 0.0654622, 0.083367, 0.103702, 0.129264, 0.156573, 0.185623, 0.218307, 0.267643, 0.30629, 0.371372, 0.402386, 0.459216, 0.524563, 0.599625, 
0.00503615, 0.00877521, 0.014183, 0.0209334, 0.0296939, 0.0403874, 0.053939, 0.0712215, 0.089711, 0.116019, 0.145034, 0.173482, 0.208756, 0.251892, 0.299808, 0.361822, 0.40939, 0.504769, 0.528044, 0.641442, 0.79405, 
0.0052106, 0.0094459, 0.0156121, 0.0232392, 0.0345087, 0.047215, 0.0646581, 0.0852238, 0.111639, 0.138167, 0.170858, 0.2127, 0.254116, 0.295986, 0.348508, 0.411251, 0.494284, 0.557342, 0.656951, 0.762375, 0.952137, 
0.00492179, 0.00880428, 0.0142931, 0.0209434, 0.029945, 0.0411034, 0.0554577, 0.071882, 0.091654, 0.115947, 0.144103, 0.179148, 0.210902, 0.261245, 0.301157, 0.351595, 0.416863, 0.480583, 0.544218, 0.652468, 0.811882, 
0.00525538, 0.00949406, 0.0155543, 0.0232395, 0.0328527, 0.0467016, 0.0631594, 0.0802487, 0.106609, 0.131946, 0.162642, 0.196727, 0.240028, 0.290664, 0.341711, 0.394403, 0.47538, 0.538742, 0.634871, 0.73641, 0.885031, 
0.00503078, 0.00869754, 0.0143852, 0.0214177, 0.0313688, 0.0438757, 0.0586454, 0.075981, 0.0992459, 0.124963, 0.152134, 0.180397, 0.224523, 0.267954, 0.31686, 0.372606, 0.432714, 0.491689, 0.572285, 0.695181, 0.844959, 
0.00516313, 0.00903858, 0.0149431, 0.0218741, 0.0317879, 0.0442925, 0.0578795, 0.0766127, 0.0986032, 0.122512, 0.153605, 0.188263, 0.223785, 0.272741, 0.325943, 0.380467, 0.447001, 0.50873, 0.591953, 0.700182, 0.843548, 
0.00502441, 0.00883059, 0.0139826, 0.0207612, 0.0297389, 0.0407184, 0.0541311, 0.070414, 0.0884292, 0.116378, 0.140923, 0.173172, 0.210242, 0.250622, 0.297042, 0.359234, 0.411093, 0.46524, 0.546369, 0.636626, 0.791299, 
0.00499314, 0.00890187, 0.0146712, 0.0218806, 0.0316282, 0.0448859, 0.0584946, 0.0802278, 0.0989648, 0.125162, 0.157415, 0.18506, 0.226209, 0.274108, 0.327541, 0.385295, 0.450572, 0.507423, 0.573095, 0.682965, 0.834085, 
0.00525013, 0.00958173, 0.0156049, 0.0232267, 0.033615, 0.0472706, 0.0616537, 0.0815322, 0.106695, 0.132338, 0.167653, 0.201296, 0.242026, 0.294093, 0.341721, 0.40729, 0.479562, 0.551994, 0.633249, 0.731831, 0.879327, 
0.00503661, 0.00879184, 0.0141567, 0.0209749, 0.0300483, 0.0406295, 0.0541452, 0.0700908, 0.0917898, 0.118473, 0.140397, 0.172709, 0.203064, 0.257345, 0.297145, 0.356378, 0.407966, 0.462742, 0.539383, 0.654796, 0.778577, 
0.00489253, 0.00883991, 0.0141551, 0.0210187, 0.0299338, 0.0415178, 0.0544272, 0.0725715, 0.093534, 0.115221, 0.14715, 0.179742, 0.213675, 0.253079, 0.297504, 0.367515, 0.415154, 0.483978, 0.55736, 0.655579, 0.819458, 
0.00508251, 0.00898854, 0.0143501, 0.0213872, 0.0314259, 0.0433016, 0.0570624, 0.076444, 0.0978799, 0.122945, 0.152207, 0.183628, 0.219588, 0.262994, 0.31818, 0.38068, 0.436327, 0.502348, 0.58124, 0.667533, 0.827323, 
0.00496971, 0.00891334, 0.0146578, 0.0217797, 0.032509, 0.0454087, 0.0580929, 0.0778659, 0.10261, 0.125785, 0.154867, 0.192729, 0.22538, 0.268446, 0.325966, 0.376016, 0.450127, 0.508083, 0.602917, 0.700401, 0.860291, 
0.0050521, 0.00926052, 0.0148359, 0.0223637, 0.0320654, 0.0433976, 0.058212, 0.0781149, 0.0997324, 0.126907, 0.157264, 0.190232, 0.229493, 0.278272, 0.315868, 0.375436, 0.448482, 0.507375, 0.606105, 0.703878, 0.877961, 
0.00489125, 0.00856276, 0.0133834, 0.0203001, 0.0285511, 0.0389531, 0.0511769, 0.0672298, 0.0835111, 0.105879, 0.129388, 0.160437, 0.186161, 0.223969, 0.267241, 0.300978, 0.3562, 0.411115, 0.459103, 0.540808, 0.601389, 
0.00543312, 0.00967135, 0.0163621, 0.0241599, 0.0347425, 0.0487978, 0.0671439, 0.0868472, 0.114115, 0.1415, 0.17429, 0.214061, 0.261378, 0.310681, 0.359971, 0.434486, 0.514843, 0.561661, 0.691896, 0.814459, 1.01846, 
0.00483837, 0.00867678, 0.0141044, 0.0211331, 0.0303389, 0.0409606, 0.0549577, 0.0722604, 0.0938571, 0.114284, 0.14809, 0.18162, 0.211301, 0.260644, 0.305013, 0.359585, 0.416924, 0.483624, 0.546199, 0.662362, 0.799513, 
0.00526802, 0.0092892, 0.015929, 0.0234954, 0.0350647, 0.0480526, 0.0649932, 0.0864699, 0.112604, 0.13616, 0.173052, 0.210379, 0.253421, 0.302897, 0.346649, 0.417, 0.561578, 0.568463, 0.675716, 0.804594, 0.976342, 
0.00496525, 0.00896469, 0.0147729, 0.021517, 0.0319454, 0.0441116, 0.0600376, 0.0801054, 0.0987421, 0.128928, 0.15672, 0.18572, 0.226856, 0.277431, 0.324706, 0.382194, 0.472081, 0.506322, 0.57466, 0.68612, 0.841548, 
