0.005489, 0.0094134, 0.0159089, 0.0236609, 0.0344042, 0.0498181, 0.0642508, 0.138448, 0.162539, 0.165284, 0.175041, 0.207231, 0.253854, 0.302551, 0.361249, 0.427433, 0.506014, 0.628858, 0.69447, 0.784797, 0.965443
0.00488677, 0.00846223, 0.0133343, 0.0200889, 0.0285121, 0.0387055, 0.0517439, 0.11941, 0.120617, 0.106936, 0.132396, 0.160674, 0.189188, 0.229989, 0.269613, 0.310859, 0.360642, 0.427151, 0.473782, 0.537522, 0.610376
0.00532373, 0.00915419, 0.0152625, 0.0225763, 0.0333599, 0.0471902, 0.0630776, 0.165138, 0.153247, 0.134971, 0.168856, 0.206452, 0.249632, 0.305595, 0.359405, 0.422078, 0.490369, 0.585545, 0.70513, 0.778596, 0.998959
0.00486153, 0.00836076, 0.0134044, 0.0197939, 0.0283803, 0.0409383, 0.0514874, 0.102787, 0.113769, 0.106799, 0.13072, 0.159013, 0.190425, 0.225064, 0.267535, 0.310224, 0.35778, 0.419325, 0.467945, 0.533991, 0.608759
0.00529694, 0.00981397, 0.0156289, 0.0230479, 0.0370873, 0.0473196, 0.064209, 0.125247, 0.149799, 0.154014, 0.170834, 0.21135, 0.256824, 0.304273, 0.365545, 0.433763, 0.532024, 0.607076, 0.702376, 0.811072, 1.02431
0.00512059, 0.00964184, 0.0152882, 0.0233864, 0.0325417, 0.0450978, 0.0601857, 0.111501, 0.138571, 0.128144, 0.159803, 0.1945, 0.233296, 0.281485, 0.332431, 0.390947, 0.459128, 0.533211, 0.61388, 0.70435, 0.865764
0.00487758, 0.00837806, 0.0133093, 0.0200015, 0.0283504, 0.0394482, 0.0515136, 0.104758, 0.102233, 0.105833, 0.130298, 0.161174, 0.19236, 0.227789, 0.265947, 0.310786, 0.370304, 0.413859, 0.473277, 0.547952, 0.61322
0.00514639, 0.00939178, 0.01568, 0.0232463, 0.0343478, 0.0469376, 0.0642622, 0.120425, 0.134466, 0.153663, 0.174888, 0.206725, 0.252143, 0.301373, 0.363177, 0.42939, 0.502922, 0.585805, 0.668444, 0.872784, 0.94627
0.00525514, 0.00921358, 0.0154863, 0.0228774, 0.0335972, 0.0469902, 0.0639564, 0.124421, 0.134329, 0.135935, 0.170777, 0.206584, 0.25012, 0.299783, 0.359241, 0.419971, 0.490333, 0.581145, 0.691399, 0.940408, 1.00044
0.00511692, 0.0094131, 0.015177, 0.0230466, 0.0323229, 0.0443978, 0.0679818, 0.121742, 0.123671, 0.126324, 0.156574, 0.19216, 0.228693, 0.279, 0.326839, 0.388094, 0.454057, 0.52589, 0.609261, 1.10511, 0.867012
0.0052734, 0.00926515, 0.0154316, 0.0231358, 0.033594, 0.0472989, 0.0765841, 0.117602, 0.12732, 0.136642, 0.172314, 0.207921, 0.25585, 0.307591, 0.365614, 0.4325, 0.502766, 0.587364, 0.699678, 1.76936, 1.00889
0.0049049, 0.00849069, 0.0133973, 0.0198876, 0.0289298, 0.0386141, 0.0659436, 0.101154, 0.111645, 0.10758, 0.130601, 0.158598, 0.19209, 0.226198, 0.265444, 0.31116, 0.358885, 0.417477, 0.476406, 1.00989, 0.619268
0.00545954, 0.00957552, 0.0161741, 0.0242752, 0.0357542, 0.0493992, 0.0913163, 0.133588, 0.146882, 0.141742, 0.176966, 0.21566, 0.262979, 0.312401, 0.379528, 0.442887, 0.528151, 0.605905, 0.714203, 1.92599, 1.01959
0.00485494, 0.00872146, 0.0133728, 0.0198597, 0.0287155, 0.0388543, 0.0631233, 0.0937957, 0.0986017, 0.105976, 0.130688, 0.160026, 0.189866, 0.227903, 0.266502, 0.31389, 0.369263, 0.417927, 0.47227, 0.984968, 0.609635
0.0051163, 0.00881719, 0.0143483, 0.0214182, 0.0314638, 0.0439279, 0.10058, 0.114087, 0.125225, 0.127564, 0.156552, 0.18934, 0.23122, 0.277579, 0.335472, 0.388884, 0.482146, 0.539796, 0.621363, 1.88617, 0.879907
0.00484384, 0.0083435, 0.0134888, 0.0199512, 0.0281198, 0.0386186, 0.0915362, 0.0957108, 0.105603, 0.106971, 0.13112, 0.160762, 0.188441, 0.223909, 0.262988, 0.31047, 0.357303, 0.412519, 0.467926, 0.924689, 0.607236
